iter	Logloss
0	0.654908692
1	0.615701442
2	0.5835251646
3	0.5558542527
4	0.5236154009
5	0.4955848865
6	0.4657967857
7	0.4379870088
8	0.4158538584
9	0.3967082058
10	0.3702058921
11	0.3504621257
12	0.3334972046
13	0.315006173
14	0.2994671591
15	0.2859449706
16	0.2734678428
17	0.2596081079
18	0.2483308261
19	0.2375461295
20	0.2251790453
21	0.2163831745
22	0.2068189757
23	0.1954059825
24	0.1863884571
25	0.1760942887
26	0.1682913589
27	0.1607647622
28	0.1536055889
29	0.1458384486
30	0.1377400884
31	0.1304504983
32	0.1255514827
33	0.1197665678
34	0.114631417
35	0.110617246
36	0.106475043
37	0.1011862587
38	0.09665130349
39	0.09203551793
40	0.08853204333
41	0.08568930151
42	0.08196854574
43	0.07841290391
44	0.07467829139
45	0.07121530847
46	0.06841144921
47	0.06561920384
48	0.06380238157
49	0.06207895245
50	0.06010235584
51	0.05781203547
52	0.05560869567
53	0.05340234456
54	0.05210906322
55	0.0504161871
56	0.04848226572
57	0.04729717983
58	0.04593271504
59	0.04460469899
60	0.04342826885
61	0.04225934696
62	0.04090137743
63	0.03987006846
64	0.03866466361
65	0.03775659756
66	0.03719616106
67	0.0362310274
68	0.03530234009
69	0.03450923349
70	0.03392002442
71	0.03311280859
72	0.03251403735
73	0.03186453126
74	0.03110321888
75	0.03064813085
76	0.02999291898
77	0.02951623941
78	0.02901500459
79	0.02837070033
80	0.02785751171
81	0.02727737203
82	0.02666643891
83	0.02636749285
84	0.02577136066
85	0.02532470658
86	0.02497880884
87	0.02456677951
88	0.02421518446
89	0.02383104621
90	0.02341152712
91	0.02298093571
92	0.0226162312
93	0.02224972711
94	0.02201717766
95	0.02164399717
96	0.02144016267
97	0.02111376679
98	0.02083339874
99	0.02056388916
100	0.02031874504
101	0.02017925136
102	0.01992074937
103	0.01969653152
104	0.01950911384
105	0.01929736527
106	0.01909481183
107	0.01881624403
108	0.01871681552
109	0.01859165577
110	0.01837045179
111	0.01818381867
112	0.01792028159
113	0.01781183214
114	0.01770508298
115	0.01749811905
116	0.0174061298
117	0.0173129056
118	0.0171176196
119	0.0170003973
120	0.01688577439
121	0.01665330594
122	0.01650673121
123	0.01643303835
124	0.01624423388
125	0.01608029442
126	0.01597895212
127	0.01588330848
128	0.01578825657
129	0.01569463043
130	0.01552607713
131	0.01546316682
132	0.01539102343
133	0.01523823084
134	0.01513820688
135	0.01500997936
136	0.01478463297
137	0.01465734863
138	0.01457543905
139	0.01450772072
140	0.01437224779
141	0.01415967094
142	0.01409289645
143	0.01404650159
144	0.01398251526
145	0.01392151704
146	0.01385766763
147	0.01372555155
148	0.01367419649
149	0.01358990713
150	0.01353177604
151	0.01341510005
152	0.01337938505
153	0.01330426236
154	0.01323322481
155	0.01312167812
156	0.01303942558
157	0.01296805997
158	0.01282755297
159	0.01270873409
160	0.01261521674
161	0.01256163949
162	0.01239048003
163	0.01233389806
164	0.01228355124
165	0.01221078427
166	0.01215786517
167	0.01209942568
168	0.01205856205
169	0.01201795057
170	0.01198125614
171	0.01188713655
172	0.01180841741
173	0.0117779361
174	0.01170848834
175	0.01162859185
176	0.01155511996
177	0.01146294127
178	0.01139280825
179	0.01135461146
180	0.01129199667
181	0.01122333754
182	0.01117754694
183	0.01111476609
184	0.01107820316
185	0.011043939
186	0.01100310486
187	0.01087996192
188	0.01081291835
189	0.01078317686
190	0.01072187159
191	0.01066717359
192	0.0105628747
193	0.01047091799
194	0.01038791308
195	0.01033595579
196	0.01030361796
197	0.01027082804
198	0.01024527573
199	0.01021048458
200	0.01017919464
201	0.01015605601
202	0.01005553284
203	0.00997073852
204	0.009948543055
205	0.009864751888
206	0.009833563281
207	0.009803575409
208	0.009713560279
209	0.009687577568
210	0.009599895111
211	0.009534809381
212	0.009461410349
213	0.009435410354
214	0.0093717104
215	0.009318800454
216	0.009277738573
217	0.009254929353
218	0.009201174521
219	0.009175654074
220	0.009115522774
221	0.009085820936
222	0.009022364993
223	0.00895692138
224	0.008894644143
225	0.008864025571
226	0.008829372354
227	0.008745468332
228	0.008715738705
229	0.008678970052
230	0.008640480787
231	0.008618067746
232	0.008587320391
233	0.008541862932
234	0.008474876632
235	0.008407520248
236	0.008393952248
237	0.008367141596
238	0.008279400509
239	0.008227912263
240	0.008202635488
241	0.008170762296
242	0.008093283883
243	0.008034358401
244	0.007974716816
245	0.007897594251
246	0.007862138511
247	0.007838542019
248	0.007819660013
249	0.007803077806
250	0.007729455437
251	0.007670640437
252	0.007615348678
253	0.007597221071
254	0.007572373347
255	0.007553328668
256	0.007511408005
257	0.007469600875
258	0.00741990204
259	0.007399977228
260	0.00737243285
261	0.007308761364
262	0.007246749149
263	0.007198280532
264	0.007170656851
265	0.007140206376
266	0.007122027255
267	0.007094963442
268	0.007040358979
269	0.007018712877
270	0.006990755714
271	0.006970969853
272	0.006954862111
273	0.006937242859
274	0.006920640657
275	0.006901741367
276	0.006854103403
277	0.006835748392
278	0.006809624358
279	0.006795782863
280	0.006753556171
281	0.006739374417
282	0.006696686816
283	0.006677499458
284	0.00662344673
285	0.006571726335
286	0.006555920217
287	0.006538487362
288	0.006516520657
289	0.006472606225
290	0.006457570773
291	0.006429214044
292	0.006408139671
293	0.006397107347
